Date,Open,Open,Open,Open,High,High,High,High,Low,Low,Low,Low,Close,Close,Close,Close,Volume,Volume,Volume,Volume
2021-03-03,264.55442513992534,,,,268.12589911456723,,,,260.94987647976745,,,,265.877197265625,,,,149448,,,
2021-03-04,265.877174791509,,,,266.5275269335911,,,,260.5530120532363,,,,262.06317138671875,,,,26680,,,
2021-03-05,262.3497785420899,,,,268.71010182437175,,,,259.27434442392655,,,,261.1372375488281,,,,75680,,,
2021-03-08,260.5860299315612,,,,264.55434510818395,,,,259.35144837009494,,,,261.5340270996094,,,,48932,,,
2021-03-09,263.02221001007484,,,,267.9054219689385,,,,263.02221001007484,,,,265.97637939453125,,,,187576,,,
2021-03-10,267.310209787382,,,,268.61094113903044,,,,260.7294236133406,,,,264.21270751953125,,,,50504,,,
2021-03-12,264.1135451514871,,,,267.9054817795642,,,,256.485563336665,,,,264.8851623535156,,,,114048,,,
2021-03-15,266.2189678763438,,,,266.2189678763438,,,,255.96748221886446,,,,258.85552978515625,,,,45844,,,
2021-03-16,260.1451814656636,,,,261.6553409079001,,,,251.81170641328774,,,,256.0225524902344,,,,29024,,,
2021-03-17,259.92470859784487,,,,266.75903087649897,,,,256.2540107658074,,,,260.2554016113281,,,,667264,,,
2021-03-18,264.1134958507145,,,,264.1134958507145,,,,255.43832088106325,,,,260.5971374511719,,,,39444,,,
2021-03-19,257.1798910440751,,,,261.90878896905076,,,,252.69346896280376,,,,258.67901611328125,,,,66188,,,
2021-03-22,254.8540344601303,,,,267.8723244072889,,,,254.8540344601303,,,,265.62359619140625,,,,47712,,,
2021-03-23,266.85829809671117,,,,270.06603193464343,,,,257.83038722250245,,,,258.7563171386719,,,,64740,,,
2021-03-24,257.9406056102405,,,,267.28820217028516,,,,257.18002228152324,,,,264.0473937988281,,,,465608,,,
2021-03-25,267.861303739924,,,,267.861303739924,,,,259.4506738820963,,,,264.15753173828125,,,,66000,,,
2021-03-26,264.113510725059,,,,270.06598550767717,,,,264.113510725059,,,,266.163818359375,,,,53776,,,
2021-03-30,268.3022731693692,,,,273.3728995316498,,,,262.5702607598346,,,,269.77935791015625,,,,45300,,,
2021-03-31,268.9636325224696,,,,277.77107841286534,,,,266.2960477790049,,,,273.2406005859375,,,,58920,,,
2021-04-01,273.5933480047129,,,,297.182782522444,,,,272.11626333704055,,,,288.57373046875,,,,255292,,,
2021-04-05,288.3643404842747,,,,299.38744218474386,,,,281.541051296432,,,,289.4997253417969,,,,95108,,,
2021-04-06,290.95473539366003,,,,291.0098508957236,,,,284.3959906480935,,,,287.5155334472656,,,,62476,,,
2021-04-07,287.2289123733697,,,,287.4162996916854,,,,276.10661519723453,,,,279.3033142089844,,,,1139040,,,
2021-04-08,283.2937197200133,,,,286.3801882617099,,,,280.20725117831665,,,,283.1724548339844,,,,149060,,,
2021-04-09,281.6402131245794,,,,286.61164213273815,,,,269.52583663985763,,,,275.0704345703125,,,,79804,,,
2021-04-12,272.25952080887674,,,,272.25952080887674,,,,256.83821554173846,,,,259.86956787109375,,,,38332,,,
2021-04-13,255.7469337206195,,,,264.5543791621474,,,,255.7358998567425,,,,262.0411071777344,,,,49272,,,
2021-04-15,256.86028526377015,,,,261.0380565458524,,,,250.2464248917984,,,,252.6825408935547,,,,31116,,,
2021-04-16,253.75178684154196,,,,266.5385840933312,,,,249.12208438830794,,,,261.8868408203125,,,,298508,,,
2021-04-19,259.04282136281046,,,,260.1451312409501,,,,245.02144509524697,,,,247.4134521484375,,,,92024,,,
2021-04-20,248.72519110143259,,,,253.25569548286776,,,,240.524016341074,,,,243.46717834472656,,,,57380,,,
2021-04-22,244.69077153775686,,,,251.32667214806534,,,,234.02040568874682,,,,235.79513549804688,,,,173548,,,
2021-04-23,235.67387120208357,,,,244.93327493499987,,,,235.012485221161,,,,241.46099853515625,,,,76112,,,
2021-04-26,242.49717588447407,,,,248.68114599783704,,,,239.30047675595577,,,,244.81202697753906,,,,18864,,,
2021-04-27,246.10175924297897,,,,249.8606204689249,,,,243.0042571532127,,,,247.94261169433594,,,,24936,,,
2021-04-28,249.18820957018556,,,,252.98014520856566,,,,241.32873388133288,,,,244.90020751953125,,,,25076,,,
2021-04-29,246.13482146747353,,,,246.95054712174624,,,,241.36184006998786,,,,242.58538818359375,,,,171576,,,
2021-04-30,238.10994638804212,,,,255.05244232750752,,,,238.10994638804212,,,,248.53778076171875,,,,110640,,,
2021-05-03,250.18026620190588,,,,251.32665773560385,,,,238.09893890741415,,,,249.76138305664062,,,,37984,,,
2021-05-04,249.76141224144928,,,,253.53130716562583,,,,246.6087947875999,,,,249.2433319091797,,,,18788,,,
2021-05-05,250.49993303004626,,,,286.3801214574522,,,,244.7679213611519,,,,260.398681640625,,,,396204,,,
2021-05-06,260.58608596435494,,,,267.718026335744,,,,252.6384200396976,,,,256.9264221191406,,,,63720,,,
2021-05-07,258.2160872406907,,,,266.75898873958226,,,,258.2160872406907,,,,263.2867126464844,,,,33548,,,
2021-05-10,270.72728963280565,,,,270.72728963280565,,,,258.4255013749746,,,,261.071044921875,,,,57200,,,
2021-05-11,259.84751693681386,,,,270.72731021834636,,,,249.86057852313468,,,,260.112060546875,,,,27428,,,
2021-05-12,266.75902655642807,,,,266.75902655642807,,,,254.6336162584086,,,,255.49342346191406,,,,22588,,,
2021-05-14,256.7721311950991,,,,266.7590725263289,,,,256.7721311950991,,,,262.2175598144531,,,,81496,,,
2021-05-17,268.302264321543,,,,268.302264321543,,,,255.51546782963712,,,,257.5767822265625,,,,65928,,,
2021-05-18,259.7042276609689,,,,266.2740058147612,,,,234.79202246089292,,,,238.78237915039062,,,,826332,,,
2021-05-19,244.7127693274774,,,,258.3152611460717,,,,240.700372523068,,,,244.0293426513672,,,,499444,,,
2021-05-20,245.10964755121057,,,,248.27327167763957,,,,241.40587541030698,,,,242.6404571533203,,,,123572,,,
2021-05-21,244.13957928867652,,,,249.11098032738946,,,,243.73173004604706,,,,246.3772735595703,,,,105104,,,
2021-05-24,253.1565000433975,,,,264.99529749450517,,,,248.8905392405974,,,,263.9591369628906,,,,1755364,,,
2021-05-25,267.86133512733556,,,,268.9636451484357,,,,260.14516497963456,,,,261.8978271484375,,,,374136,,,
2021-05-26,261.8978831992806,,,,262.94507794344423,,,,251.98812475347063,,,,257.1469421386719,,,,105692,,,
2021-05-27,257.94049551063677,,,,260.14511513038576,,,,253.5312562711387,,,,257.0806884765625,,,,101208,,,
2021-05-28,260.10109946072777,,,,266.2409612763396,,,,258.8113751266301,,,,261.21441650390625,,,,485640,,,
2021-05-31,263.8929543043259,,,,265.9873428305507,,,,260.16714196477517,,,,261.3907165527344,,,,128224,,,
2021-06-01,262.3277468320788,,,,263.8930216953505,,,,259.26331956034437,,,,260.4758605957031,,,,47448,,,
2021-06-02,261.787575642192,,,,263.20957160515485,,,,259.0428346693768,,,,259.9246826171875,,,,48048,,,
2021-06-03,259.92470148330915,,,,263.2205976627321,,,,257.2901913127496,,,,258.54681396484375,,,,59156,,,
2021-06-04,261.22544287171354,,,,263.6505249987983,,,,257.9405535171981,,,,260.0349426269531,,,,104880,,,
2021-06-07,261.9088738517516,,,,264.5544180320723,,,,258.12794491166983,,,,260.2333679199219,,,,75628,,,
2021-06-08,261.5450315322538,,,,263.4851074757801,,,,258.6018698536317,,,,259.6931457519531,,,,28864,,,
2021-06-09,262.3277629392098,,,,263.67257587862525,,,,251.33773662630784,,,,253.2777862548828,,,,59152,,,
2021-06-10,255.4714322944307,,,,261.55617944417526,,,,253.31089345668357,,,,258.6240234375,,,,41084,,,
2021-06-11,260.9498719402801,,,,264.77488255484803,,,,258.2051036800807,,,,262.27264404296875,,,,232800,,,
2021-06-14,263.45213649593825,,,,264.55444669048194,,,,260.44282428246004,,,,261.1262512207031,,,,74364,,,
2021-06-15,262.3057319488801,,,,262.3057319488801,,,,253.60848878821542,,,,255.29502868652344,,,,149636,,,
2021-06-16,255.29500037000741,,,,255.73592437755494,,,,249.35356013305102,,,,251.29360961914062,,,,960756,,,
2021-06-17,251.29358607329883,,,,251.97701283858822,,,,248.36145784496344,,,,249.54092407226562,,,,1656344,,,
2021-06-18,250.79756504608093,,,,257.94053920647957,,,,242.73969511798907,,,,248.31736755371094,,,,230548,,,
2021-06-21,248.284285133872,,,,251.3266713944452,,,,243.7758481529893,,,,247.76620483398438,,,,162676,,,
2021-06-22,250.4227982523604,,,,256.17685123243695,,,,249.14410785151406,,,,254.80999755859375,,,,104132,,,
2021-06-23,256.8382383364139,,,,256.8382383364139,,,,250.2243781217423,,,,251.39283752441406,,,,54488,,,
2021-06-24,252.66051885818814,,,,252.90302170748208,,,,249.56301658895754,,,,251.9329833984375,,,,83460,,,
2021-06-25,252.86989092503867,,,,253.10138676866023,,,,244.9332596492746,,,,248.18507385253906,,,,80536,,,
2021-06-28,252.20849582048695,,,,252.20849582048695,,,,245.33009306285473,,,,247.8433380126953,,,,52828,,,
2021-06-29,249.1220575672251,,,,251.5802142255933,,,,247.038702452316,,,,249.055908203125,,,,135796,,,
2021-06-30,248.68115728550677,,,,261.2474923611042,,,,247.43554149651703,,,,256.6949462890625,,,,219880,,,
2021-07-01,257.91850307615124,,,,257.9846255300303,,,,251.69045148212675,,,,252.82583618164062,,,,24880,,,
2021-07-02,249.12204184840485,,,,259.0207903095327,,,,249.12204184840485,,,,253.5753631591797,,,,47776,,,
2021-07-05,260.14518472092664,,,,268.3684288671064,,,,256.8051797211615,,,,265.877197265625,,,,303828,,,
2021-07-06,268.3684207699758,,,,273.3728977297987,,,,264.5544171578697,,,,266.95745849609375,,,,220324,,,
2021-07-07,268.2802138947809,,,,268.2802138947809,,,,260.6522340568981,,,,266.4393615722656,,,,88244,,,
2021-07-08,266.43937529136696,,,,273.3728948020431,,,,264.8520326582996,,,,271.1131591796875,,,,149420,,,
2021-07-09,273.3728714648175,,,,277.78211132715325,,,,263.4631156389636,,,,267.1007385253906,,,,172212,,,
2021-07-12,268.445568266486,,,,272.74457740395593,,,,266.52753265803364,,,,269.8234558105469,,,,140880,,,
2021-07-13,271.16819585066634,,,,280.8464807434806,,,,268.1588848801957,,,,272.43585205078125,,,,100292,,,
2021-07-14,274.47518298320887,,,,284.3959727295899,,,,271.0580220705665,,,,280.6370849609375,,,,323732,,,
2021-07-15,283.293683834376,,,,288.3643100819952,,,,279.104905629821,,,,282.8307189941406,,,,367988,,,
2021-07-16,284.2527020270719,,,,317.4653109470675,,,,282.8527735729775,,,,306.19970703125,,,,1330576,,,
2021-07-19,302.0329334499958,,,,311.98679791650545,,,,299.38738950736814,,,,305.6374816894531,,,,599200,,,
2021-07-20,306.4422100427711,,,,328.04748816089455,,,,300.17007629261406,,,,305.19659423828125,,,,592036,,,
2021-07-22,307.5444783960352,,,,310.5647969173294,,,,302.26442446000306,,,,306.4972839355469,,,,349268,,,
2021-07-23,306.6626692124966,,,,308.646827388566,,,,287.39428332029405,,,,290.8775939941406,,,,215544,,,
2021-07-26,286.82103538968164,,,,295.4190525919857,,,,286.82103538968164,,,,290.2712707519531,,,,128836,,,
2021-07-27,291.72637354753095,,,,302.2534352039788,,,,284.4290859282622,,,,287.22894287109375,,,,100240,,,
2021-07-28,288.5847832744698,,,,288.5847832744698,,,,278.60887690077254,,,,286.4683532714844,,,,240684,,,
2021-07-29,286.60064137997927,,,,288.2541066187099,,,,281.08909058421045,,,,285.7849426269531,,,,103852,,,
2021-07-30,285.93921367017924,,,,319.6698996312721,,,,285.93921367017924,,,,311.1380310058594,,,,919200,,,
2021-08-02,319.42738008454677,,,,321.8745027711878,,,,311.8324484439576,,,,315.8117980957031,,,,238632,,,
2021-08-03,321.8745105234697,,,,330.0316042833111,,,,296.3450009103556,,,,305.0753173828125,,,,404412,,,
2021-08-04,319.66991944326844,,,,361.767130138999,,,,319.66991944326844,,,,350.4464111328125,,,,10171364,,,
2021-08-05,342.8183564732961,,,,348.3299056127381,,,,333.11802998787806,,,,338.51934814453125,,,,1745132,,,
2021-08-06,342.3774768362961,,,,363.54182826983407,,,,337.97927081875986,,,,358.9010925292969,,,,4327692,,,
2021-08-09,366.28658232734836,,,,370.1005857253325,,,,351.65893388224515,,,,355.5060119628906,,,,858684,,,
2021-08-10,353.8045980723867,,,,361.4666084765021,,,,348.02428178043493,,,,353.8947448730469,,,,413536,,,
2021-08-11,371.83289747765093,,,,371.83289747765093,,,,347.9229209052708,,,,352.1595458984375,,,,643376,,,
2021-08-12,348.79050430950224,,,,355.21307214850776,,,,341.4101851260836,,,,344.7792053222656,,,,193968,,,
2021-08-13,347.934139131439,,,,365.28633937134066,,,,342.77357171659554,,,,349.1398010253906,,,,848336,,,
2021-08-16,351.84400555873555,,,,351.84400555873555,,,,335.77630941343006,,,,338.8523864746094,,,,191644,,,
2021-08-17,348.17076148435876,,,,360.5651898867146,,,,338.48057200615335,,,,353.5341796875,,,,646280,,,
2021-08-18,354.480635238096,,,,364.27222220088714,,,,348.5313043896547,,,,357.47784423828125,,,,395400,,,
2021-08-20,349.7482784935745,,,,356.05817011588124,,,,336.75665684800043,,,,340.0693664550781,,,,273612,,,
2021-08-23,339.83272917015574,,,,345.82712061526763,,,,332.6552330644714,,,,335.2467956542969,,,,260212,,,
2021-08-24,342.0862053888542,,,,353.9735883495011,,,,334.6946083926866,,,,345.09466552734375,,,,162592,,,
2021-08-25,349.2749803206622,,,,349.29751014210933,,,,335.7763162011244,,,,337.6467590332031,,,,113924,,,
2021-08-26,338.02983762025235,,,,344.79043437265744,,,,336.50870335096124,,,,338.1988525390625,,,,68852,,,
2021-08-27,339.900324956952,,,,342.69468330716865,,,,337.6805733917257,,,,338.8636779785156,,,,77968,,,
2021-08-30,339.15661469539185,,,,351.5510424749577,,,,336.90308237183444,,,,349.4101867675781,,,,377620,,,
2021-08-31,353.57918575610745,,,,367.32573153757494,,,,351.7876387439007,,,,365.5116271972656,,,,397344,,,
2021-09-01,369.52291871381755,,,,374.0863211251332,,,,356.05806468536775,,,,360.74542236328125,,,,206156,,,
2021-09-02,367.32572205649336,,,,371.8327861308062,,,,356.5200469419028,,,,360.8017578125,,,,146008,,,
2021-09-03,361.0158770915671,,,,361.69193678649515,,,,351.7876732593753,,,,356.3848571777344,,,,115372,,,
2021-09-06,357.1848424049287,,,,364.846851642637,,,,356.5087827663074,,,,361.320068359375,,,,523692,,,
2021-09-07,369.1285607490452,,,,369.1285607490452,,,,353.8834104763952,,,,358.00738525390625,,,,107104,,,
2021-09-08,351.7313841376119,,,,361.69198736553403,,,,351.7313841376119,,,,360.5990295410156,,,,127692,,,
2021-09-09,362.368069161442,,,,381.97380424666926,,,,362.368069161442,,,,377.410400390625,,,,709400,,,
2021-09-13,386.2554151578287,,,,388.7343005526572,,,,378.81875897334305,,,,381.0384826660156,,,,1349076,,,
2021-09-14,385.35402223921574,,,,386.480788386114,,,,372.18213698555036,,,,375.23565673828125,,,,246004,,,
2021-09-15,376.3398985286358,,,,379.72019701841396,,,,372.0581871082501,,,,373.79339599609375,,,,137704,,,
2021-09-16,377.4666889335723,,,,380.84698764044015,,,,367.4046609476742,,,,375.85540771484375,,,,176216,,,
2021-09-17,380.6216313330341,,,,385.3540494845994,,,,356.1031872394434,,,,372.7793273925781,,,,454260,,,
2021-09-20,365.0722209658647,,,,371.8328176504177,,,,352.4524404880323,,,,357.9961242675781,,,,93412,,,
2021-09-21,354.9314002823818,,,,357.18493298258744,,,,345.2074011792058,,,,347.66375732421875,,,,196728,,,
2021-09-22,347.6636602619668,,,,360.56513136875503,,,,347.6636602619668,,,,358.3566589355469,,,,230152,,,
2021-09-23,360.94829899119816,,,,363.67509539489123,,,,356.06942300785016,,,,359.4947814941406,,,,120856,,,
2021-09-24,364.8243482701872,,,,372.31734314142653,,,,359.88910704869596,,,,369.8271789550781,,,,439236,,,
2021-09-27,377.23004075791715,,,,377.7145557201354,,,,356.09192359427794,,,,362.4806823730469,,,,203768,,,
2021-09-28,363.9454374444721,,,,365.9285567139982,,,,355.4158238705485,,,,358.3341369628906,,,,103700,,,
2021-09-29,353.82711814017966,,,,365.0609717005864,,,,351.19049622444436,,,,356.95953369140625,,,,227844,,,
2021-09-30,358.3116685707151,,,,360.53139258805976,,,,350.66093671392963,,,,354.25531005859375,,,,85912,,,
2021-10-01,360.565185546875,,,,370.9201559657231,,,,353.25248388107866,,,,360.565185546875,,,,258508,,,
2021-10-04,367.1004234947194,,,,371.8103116552181,,,,358.39051537287554,,,,361.1510925292969,,,,107808,,,
2021-10-05,366.198990714434,,,,366.198990714434,,,,361.3651750405789,,,,364.6778564453125,,,,105372,,,
2021-10-06,364.67788438974924,,,,364.67788438974924,,,,351.562336690107,,,,353.44403076171875,,,,103172,,,
2021-10-07,355.21308104979624,,,,363.945519997095,,,,354.57082975159005,,,,360.5990295410156,,,,50412,,,
2021-10-08,364.17084033644693,,,,365.0722533075767,,,,354.25529765401893,,,,355.1003723144531,,,,62352,,,
2021-10-11,355.1003166847311,,,,357.3989083974404,,,,347.57351405315165,,,,355.9341125488281,,,,197972,,,
2021-10-12,357.714441473795,,,,368.4975879471744,,,,357.714441473795,,,,366.041259765625,,,,272928,,,
2021-10-13,366.19902076483476,,,,372.5539712293005,,,,366.19902076483476,,,,371.56243896484375,,,,196752,,,
2021-10-14,377.015949665007,,,,377.015949665007,,,,364.62152215061644,,,,371.68634033203125,,,,223732,,,
2021-10-18,373.5454956628246,,,,393.91743245399505,,,,371.6187421181408,,,,383.7652587890625,,,,475812,,,
2021-10-19,377.69201597336007,,,,385.3540258439413,,,,372.2835384176556,,,,373.2300109863281,,,,110292,,,
2021-10-20,366.4694100020437,,,,380.8469570160476,,,,365.0722309857971,,,,373.1060791015625,,,,170212,,,
2021-10-21,373.1061103227899,,,,402.34569423274974,,,,371.9680654175155,,,,398.0527038574219,,,,1284620,,,
2021-10-22,401.5794732427461,,,,402.03017972225535,,,,334.8974440975637,,,,354.59332275390625,,,,1069812,,,
2021-10-25,349.5228421395285,,,,363.58488848561433,,,,346.5932502969664,,,,356.45245361328125,,,,206100,,,
2021-10-26,360.33977967186377,,,,361.74823722217593,,,,349.70311925548094,,,,352.5650939941406,,,,133672,,,
2021-10-27,356.03562902012055,,,,362.5934035324995,,,,349.5792524734555,,,,354.2778625488281,,,,155120,,,
2021-10-28,371.6074690577087,,,,389.1850206565573,,,,349.29749972070863,,,,375.0215759277344,,,,1162444,,,
2021-10-29,371.7088616483837,,,,371.7088616483837,,,,358.3341534020166,,,,367.30322265625,,,,118100,,,
2021-11-01,370.70611434280346,,,,377.8047420642614,,,,357.4102719438822,,,,358.9990234375,,,,107016,,,
2021-11-02,363.4947595856619,,,,366.8750580319018,,,,353.35386424694224,,,,355.16796875,,,,156588,,,
2021-11-03,355.15655287903456,,,,369.764534488455,,,,352.64580603991544,,,,366.59185791015625,,,,92064,,,
2021-11-04,369.4906361585709,,,,369.5362749548819,,,,362.98551952100814,,,,365.85003662109375,,,,9284,,,
2021-11-08,369.26241431209996,,,,374.77462285190944,,,,360.63456360737325,,,,370.3009338378906,,,,52316,,,
2021-11-09,373.1882335428108,,,,373.1882335428108,,,,360.65732031189873,,,,362.5974426269531,,,,44516,,,
2021-11-10,364.4121472664283,,,,375.92733593810436,,,,358.84284782817497,,,,362.711669921875,,,,84484,,,
2021-11-11,357.43907447038015,,,,365.45063436014414,,,,357.43907447038015,,,,364.46917724609375,,,,42008,,,
2021-11-12,366.29517175593224,,,,405.59976346312044,,,,355.4304624986467,,,,359.835693359375,,,,243784,,,
2021-11-15,372.26386843536216,,,,372.26386843536216,,,,360.0753557184198,,,,362.163818359375,,,,81728,,,
2021-11-16,367.0255693842041,,,,367.0255693842041,,,,358.3520795604481,,,,360.9541320800781,,,,71240,,,
2021-11-17,362.76869687768266,,,,364.05831340362175,,,,344.6000242389454,,,,351.630126953125,,,,149044,,,
2021-11-18,351.50453660616745,,,,351.50453660616745,,,,345.5244056348855,,,,349.0394287109375,,,,367248,,,
2021-11-22,350.78553134605517,,,,351.7555925308838,,,,343.74403396515436,,,,348.5829162597656,,,,298424,,,
2021-11-23,348.9596090999594,,,,349.872608059105,,,,341.5757355903722,,,,347.5672912597656,,,,155108,,,
2021-11-24,349.3133605835756,,,,356.05812277392,,,,342.3745638503721,,,,342.97943115234375,,,,53476,,,
2021-11-25,339.86384466650554,,,,346.4032049399458,,,,337.3416740295149,,,,340.9137878417969,,,,145396,,,
2021-11-26,346.2547564048308,,,,355.3847433897967,,,,336.66827007061664,,,,349.1421203613281,,,,211276,,,
2021-11-29,355.84127603983177,,,,355.84127603983177,,,,327.57255676465405,,,,330.1860046386719,,,,114416,,,
