Date,Open,Open,High,High,Low,Low,Close,Close,Volume,Volume
2020-12-03,504.89534980518107,,513.4193240971016,,497.09406370553484,,503.6578369140625,,2714100,
2020-12-04,504.90527829885787,,508.8455001541485,,502.2322382698354,,507.30108642578125,,1830320,
2020-12-07,506.8852986943977,,511.61757716688686,,496.98519520427277,,504.4399719238281,,3547825,
2020-12-08,504.9052472673035,,514.696463525238,,503.7370423776193,,506.865478515625,,3049375,
2020-12-09,510.6373892083032,,511.6571288181652,,496.9851689692559,,498.5790710449219,,2842160,
2020-12-10,498.56924109494986,,516.5379237263559,,498.56924109494986,,510.47906494140625,,5092470,
2020-12-11,509.44937955207723,,526.6854306871898,,509.44937955207723,,524.339111328125,,5368155,
2020-12-14,528.071490474009,,530.4375690434946,,513.2311860985477,,521.4680786132812,,4457505,
2020-12-15,522.5175207232627,,527.5467900264389,,509.8553105882183,,511.1522216796875,,3263880,
2020-12-16,516.3893338653535,,532.8829388402361,,510.65719614184917,,529.8831787109375,,4851580,
2020-12-17,534.3976714606472,,578.9580475148178,,532.8829870282701,,555.3958129882812,,34753440,
2020-12-18,559.326105575843,,570.1964600582198,,542.7236734773458,,546.1392211914062,,12480365,
2020-12-21,547.4658295479605,,558.1381704325825,,515.5874832746305,,530.4574584960938,,8822125,
2020-12-22,534.6055226724453,,539.2585828252357,,510.8750065313577,,536.2984619140625,,6202105,
2020-12-23,544.5057282752717,,555.8413596126359,,535.9025353515048,,545.6541137695312,,7428590,
2020-12-24,552.4257460829293,,552.9009316896578,,533.4175362831612,,536.090576171875,,4385835,
2020-12-28,541.8227270717683,,544.3076626466708,,528.6655116528894,,539.6546020507812,,4653165,
2020-12-29,542.5256411559085,,544.901690031874,,532.6453577571274,,535.2193603515625,,3315330,
2020-12-30,539.5555616996909,,539.6644483201331,,527.9625204465307,,531.0711669921875,,3504815,
2020-12-31,531.2395729669452,,555.3265436660653,,531.2395729669452,,552.6535034179688,,9822935,
2021-01-01,554.9997628798959,,561.1675682812178,,551.8812666178401,,552.9801635742188,,5016270,
2021-01-04,553.5246943745628,,557.662930551645,,542.6444898619627,,543.9711303710938,,3772730,
2021-01-05,544.505714521316,,561.7714981406095,,543.9711306638532,,549.58447265625,,7607185,
2021-01-06,554.4057509539616,,565.5037878288917,,543.9314253828892,,552.1484985351562,,5143125,
2021-01-07,557.3757420403236,,571.829866775639,,555.5937357671985,,566.6917114257812,,7623240,
2021-01-08,574.2059604308797,,583.7100349161146,,569.721184873652,,576.7008056640625,,6998630,
2021-01-11,580.1459832016444,,591.6498970106189,,576.9779384437853,,579.4430541992188,,5885615,
2021-01-12,578.3640790766899,,579.3243601460533,,565.3058396798381,,569.85986328125,,3686320,
2021-01-13,570.4439615522132,,577.3740338296687,,550.6635141624087,,561.4546508789062,,3917515,
2021-01-14,563.7118921495186,,566.9294256425513,,543.5255675172795,,551.1585083007812,,4103045,
2021-01-15,557.9698021005476,,557.9698021005476,,535.1995643357736,,541.1495361328125,,4030660,
2021-01-18,540.535741146705,,560.5438720666356,,537.5756198692701,,554.8809814453125,,7083110,
2021-01-19,553.4157685397768,,560.5438549244815,,544.7036898142196,,554.7522583007812,,4820715,
2021-01-20,556.3858533321362,,564.989046257083,,551.0200138009744,,556.5541381835938,,3909270,
2021-01-21,558.3658612820727,,567.9887332914466,,543.5157053969111,,547.4856567382812,,4053065,
2021-01-22,553.4158069544785,,561.8704739157952,,541.2782699281581,,543.7532958984375,,4670360,
2021-01-25,546.9213134576436,,549.2280544639509,,530.6455410864087,,538.5062255859375,,3375370,
2021-01-27,538.5061961706394,,539.931813396285,,520.0622997499777,,522.359130859375,,2447900,
2021-01-28,512.5283011493214,,538.9615860140383,,512.0134765006222,,536.328125,,4425780,
2021-01-29,536.387544180646,,541.5356095927565,,508.8652711712557,,512.8550415039062,,3913670,
