Date,Open,Open,Open,High,High,High,Low,Low,Low,Close,Close,Close,Volume,Volume,Volume
2020-12-03,,25.564099530318092,,,26.989125000908995,,,25.564099530318092,,,26.730030059814453,,,14547960,
2020-12-04,,27.161854215439718,,,27.5936801861317,,,25.952740179673892,,,26.90275764465332,,,15159912,
2020-12-07,,26.98912282618618,,,27.29140133129653,,,26.77320984357669,,,27.032304763793945,,,8100266,
2020-12-08,,27.248220181978102,,,29.53689932003991,,,26.945943297134146,,,29.234619140625,,,33110725,
2020-12-09,,29.882357612254143,,,30.486914665707562,,,29.105072796017655,,,29.320985794067383,,,24187588,
2020-12-10,,29.36416767448944,,,29.36416767448944,,,27.80959475063653,,,28.24142074584961,,,10845010,
2020-12-11,,28.241419966735933,,,29.23461775158352,,,28.241419966735933,,,28.630064010620117,,,10405596,
2020-12-14,,29.53689932003991,,,29.795994263416297,,,29.018706138716187,,,29.234619140625,,,10476417,
2020-12-15,,29.23461748972238,,,29.23461748972238,,,28.586878520574285,,,28.932340621948242,,,6300423,
2020-12-16,,29.018706446464712,,,29.23461945066332,,,28.068690545819226,,,28.32778549194336,,,7712498,
2020-12-17,,28.24142031846647,,,28.414151372851908,,,27.42095028106378,,,27.59368133544922,,,7053911,
2020-12-18,,27.46413063241546,,,27.507314217156672,,,26.60047870501516,,,26.859575271606445,,,6748710,
2020-12-21,,26.600481288741946,,,26.730030408263463,,,24.354987377222738,,,24.91636085510254,,,7917884,
2020-12-22,,24.61408052727653,,,25.391366951312403,,,23.491333653367537,,,25.089088439941406,,,11383381,
2020-12-23,,25.04590541133148,,,25.73682628100582,,,24.916357954178203,,,25.60727882385254,,,5772474,
2020-12-24,,25.9095581196247,,,26.211836627144052,,,25.736827073246396,,,25.823192596435547,,,5092535,
2020-12-28,,26.125471896812563,,,26.514115939315666,,,25.52091486342671,,,26.341384887695312,,,4892066,
2020-12-29,,26.51411753227109,,,28.414152625106627,,,26.51411753227109,,,27.550498962402344,,,21805127,
2020-12-30,,28.025507324127386,,,28.24142031846647,,,27.118671759531978,,,27.59368133544922,,,9694902,
2020-12-31,,27.766409742783804,,,27.85277361445779,,,27.118669174232082,,,27.24821662902832,,,5722932,
2021-01-01,,27.420949679624833,,,27.80959371982501,,,27.291402215319902,,,27.72322654724121,,,7888314,
2021-01-04,,28.155052355195174,,,28.241419527253644,,,27.76641161192967,,,27.982324600219727,,,8265267,
2021-01-05,,27.80959520002871,,,27.80959520002871,,,27.46413308044736,,,27.68004608154297,,,5789215,
2021-01-06,,27.939140943010322,,,28.111872002300636,,,27.420951059710312,,,27.50731658935547,,,6726368,
2021-01-07,,27.766413613542532,,,27.809595555399277,,,27.46413343140337,,,27.550498962402344,,,3617734,
2021-01-08,,27.766412478745107,,,27.895958299020876,,,27.248219313929503,,,27.46413230895996,,,5371701,
2021-01-11,,27.55049890002882,,,27.72322831435023,,,26.989125420734638,,,27.075490951538086,,,3954196,
2021-01-12,,26.945942098456065,,,28.932340968738902,,,26.60047999294131,,,28.50051498413086,,,18635584,
2021-01-13,,28.759610263804777,,,29.234618193704286,,,27.89595828414355,,,28.673246383666992,,,19044455,
2021-01-14,,28.50051532882058,,,29.1482543135665,,,28.457333388751685,,,28.673246383666992,,,10758845,
2021-01-15,,28.673245330565816,,,29.018704132999908,,,28.06868830809275,,,28.155052185058594,,,7652331,
2021-01-18,,28.327785002770796,,,28.370966943950645,,,27.334585530065155,,,27.50731658935547,,,7137456,
2021-01-19,,27.636862584786822,,,27.939139451479626,,,27.50731512087771,,,27.85277557373047,,,5091921,
2021-01-20,,27.895957428161257,,,28.284601465997508,,,27.55049697635424,,,27.982324600219727,,,6877754,
2021-01-21,,28.155053943480482,,,28.28460306159095,,,27.377769118530466,,,27.50731658935547,,,5127195,
2021-01-22,,27.334583172762482,,,27.46413063241546,,,26.816391686865234,,,26.859575271606445,,,3799473,
