Date,Open,Open,High,High,Low,Low,Close,Close,Volume,Volume
2020-12-03,981.3372204544883,,986.1853563081594,,952.8541093329603,,955.2316284179688,,97673,
2020-12-04,971.2212119753913,,971.2212119753913,,939.801312815523,,945.5818481445312,,108515,
2020-12-07,932.4358171991702,,1001.3359585227352,,932.4358171991702,,969.7761840820312,,148750,
2020-12-08,983.2951690556937,,983.2951690556937,,951.9218170630868,,965.5339965820312,,63678,
2020-12-09,962.1775834268894,,975.2303801012853,,953.6000199454368,,958.4015502929688,,38967,
2020-12-10,969.6362734039086,,996.6742079507484,,954.7187922746177,,962.0376586914062,,147187,
2020-12-11,962.0377236985786,,977.0950799931877,,943.5773509348048,,966.3264770507812,,57537,
2020-12-14,961.3851058026512,,978.9597412523875,,958.4015411615459,,961.0121459960938,,37756,
2020-12-15,961.0121711728465,,974.2980537236232,,961.0121711728465,,968.8438720703125,,36550,
2020-12-16,964.9745297438519,,986.465070834183,,962.6436733918136,,977.887451171875,,72987,
2020-12-17,978.9597634449636,,987.3508471316347,,969.6363371264401,,971.0348510742188,,21017,
2020-12-18,978.8197953136294,,983.6213821689507,,923.0191169168353,,931.5966796875,,142712,
2020-12-21,933.2749309864146,,950.9428344176921,,838.4556783652012,,892.6248168945312,,157116,
2020-12-22,880.4576764520649,,945.7683185032777,,828.1998871862326,,936.677978515625,,143203,
2020-12-23,938.868966751611,,990.1478080339731,,933.2283055916861,,976.0694580078125,,125927,
2020-12-24,1016.2534611190276,,1067.4856428316327,,984.553811873113,,998.4457397460938,,575255,
2020-12-28,998.5389115401412,,1006.696909183443,,980.8244023718287,,992.898193359375,,200328,
2020-12-29,992.9448044587439,,1005.9976000103143,,974.3446163222942,,997.5133056640625,,97583,
2020-12-30,1011.7781397316485,,1011.7781397316485,,983.7146503521835,,1003.107421875,,102742,
2020-12-31,1006.8367139147158,,1030.2384884928736,,988.7959088468151,,1026.2293701171875,,108478,
2021-01-01,1017.1857647343923,,1028.7001729478045,,1008.7014699356331,,1020.5421752929688,,84657,
2021-01-04,1031.3573200988824,,1039.5619803562793,,999.9374205669143,,1032.14990234375,,161814,
2021-01-05,1039.562022718964,,1044.2237358253271,,1009.7270588382404,,1037.6041259765625,,109554,
2021-01-06,1043.1981728410674,,1043.1981728410674,,992.9448832191601,,1001.3826293945312,,275505,
2021-01-07,1011.4518346675452,,1015.3210791732212,,993.9238622854334,,1006.6036987304688,,150191,
2021-01-08,998.8651845099578,,1015.6940133371188,,977.9341394448098,,989.4485473632812,,212301,
2021-01-11,1001.9885434190089,,1011.591717692148,,976.3491220028485,,990.0546264648438,,71626,
2021-01-12,1006.743609305829,,1089.0228457419269,,965.9069569155521,,1036.6251220703125,,713755,
2021-01-13,1025.5768755611386,,1033.0356164743107,,990.1478562235721,,1005.9976806640625,,640715,
2021-01-14,1011.1255781672734,,1030.2386020053823,,983.6214706929215,,1014.901611328125,,277680,
2021-01-15,1016.2534068821553,,1034.9002583845802,,1002.3614797505788,,1021.940673828125,,137911,
2021-01-18,1025.5768871775904,,1058.208879042332,,1004.2262183095313,,1043.757568359375,,414519,
2021-01-19,1046.041653954054,,1065.6675096965373,,1017.2323608827239,,1052.661376953125,,321946,
2021-01-20,1011.5917984794244,,1024.178424543454,,969.636378265992,,980.2184448242188,,1581986,
2021-01-21,988.2830888289324,,1006.9299395615537,,960.4060242213944,,969.8693237304688,,392248,
2021-01-22,978.9597333487817,,980.8244185551604,,956.5835108722382,,962.6437377929688,,157649,
2021-01-25,973.3656533852246,,980.7777313706583,,950.989431468323,,961.0587768554688,,739860,
2021-01-27,962.1775590135934,,962.1775590135934,,909.0340310448192,,916.1198120117188,,232524,
2021-01-28,921.1544854691015,,932.3425966286453,,903.393370384461,,906.79638671875,,200093,
2021-01-29,908.1016826288363,,950.9894417673645,,908.1016826288363,,937.9366455078125,,201298,
2021-02-01,927.774103105604,,936.957711904621,,885.7720801481324,,916.6792602539062,,235996,
2021-02-02,927.6342141257858,,946.1411906343159,,905.3512048359556,,915.2340698242188,,115269,
2021-02-03,915.2341245678318,,940.7336715955907,,913.6957365348651,,929.265869140625,,163091,
2021-02-04,931.7832220288393,,988.2831611192344,,929.545577014978,,980.9642944335938,,218749,
2021-02-05,985.9056366493784,,992.9448688025194,,953.2737025615446,,966.6994018554688,,152776,
2021-02-08,986.3252225878938,,986.3252225878938,,950.989416600942,,954.99853515625,,73341,
2021-02-09,964.0421752929688,,995.2756500244141,,942.0855201091617,,977.094970703125,,222175,
2021-02-10,969.6829593356113,,976.2559063291887,,947.3999486015275,,959.007568359375,,58331,
2021-02-11,964.0421950973306,,976.7686936459428,,949.1247143221301,,959.4736938476562,,82925,
2021-02-12,967.491856316172,,967.491856316172,,932.3425863358508,,945.7216796875,,62354,
2021-02-15,954.7187915683295,,955.3248370010284,,923.0191441920373,,927.2612915039062,,136201,
2021-02-16,949.1247391421853,,1043.1981275031255,,908.7543171197282,,980.3582153320312,,1891164,
2021-02-17,986.2320372367092,,1008.6548082396296,,961.8045930916466,,986.0921630859375,,566241,
2021-02-18,994.5298088712278,,994.669683023917,,974.3446825699133,,984.0409545898438,,183468,
2021-02-19,977.0949763493717,,977.4212734742424,,932.342534684515,,935.0929565429688,,299425,
2021-02-22,940.640564677965,,977.0951411712216,,933.2750346492297,,949.3113403320312,,196994,
2021-02-23,988.283216891262,,994.809615493374,,965.9069931125919,,976.0228881835938,,323251,
2021-02-24,983.6214373833053,,986.4651278216082,,935.2328339573444,,979.1928100585938,,88273,
2021-02-25,986.4184518297409,,1025.5768402766682,,978.3536657325678,,1022.1737670898438,,384393,
2021-02-26,992.9448174903733,,1032.1032046590078,,962.1775132864462,,1008.514892578125,,216081,
2021-03-01,1020.9150608347691,,1047.9529939527674,,1012.5239781429765,,1039.37548828125,,253157,
2021-03-02,1044.9696672816042,,1243.6984082074634,,1024.8309753849526,,1121.5615234375,,1147870,
2021-03-03,1174.7516729717702,,1251.343640126605,,1137.5511805653937,,1145.615966796875,,887786,
2021-03-04,1138.3902045235288,,1174.6583509188563,,1137.4578620136815,,1158.2491455078125,,321744,
2021-03-05,1174.7518020739658,,1191.813719009586,,1153.1214969571497,,1166.3607177734375,,443302,
2021-03-08,1166.5005387969625,,1275.1184584053558,,1166.3606646360531,,1242.95263671875,,1021817,
2021-03-09,1252.8820297104712,,1258.6625082981143,,1178.7141304562156,,1212.092041015625,,343713,
2021-03-10,1216.8469333951823,,1252.9285454896853,,1193.3984948934053,,1203.0482177734375,,288145,
2021-03-12,1212.045341832785,,1243.7449892345655,,1181.6043341390996,,1204.353515625,,182388,
2021-03-15,1212.0453711312873,,1240.0156489266249,,1179.4133803700604,,1206.264892578125,,421247,
2021-03-16,1128.1344515809553,,1168.1319685356395,,1119.9764545137375,,1132.6097412109375,,9021375,
2021-03-17,1097.3673661791736,,1109.2080730339608,,1058.3021839921703,,1063.896240234375,,5909258,
2021-03-18,1084.2211893910794,,1094.290420785749,,1064.8284185540633,,1087.2978515625,,1558538,
2021-03-19,1074.9908851323712,,1100.1641322256705,,1057.3230405673503,,1095.6888427734375,,1233647,
2021-03-22,1100.1642188273195,,1113.8696089102054,,1063.1968136273354,,1082.1234130859375,,1953740,
