Date,Open,Open,High,High,Low,Low,Close,Close,Volume,Volume
2020-12-03,126.25836929673623,,127.97187023276388,,125.44671385568529,,126.93475341796875,,545909,
2020-12-04,127.47586669321308,,128.33261716441146,,124.18412236767058,,125.7623519897461,,415036,
2020-12-07,126.25835929772676,,128.8286242592867,,125.67216527684351,,127.56603240966797,,655141,
2020-12-08,128.5129678319255,,129.95592595762363,,125.67216036322613,,128.6482391357422,,528199,
2020-12-09,129.6402812876966,,133.87895208019353,,127.6111290588457,,130.81268310546875,,1448319,
2020-12-10,130.6774139676949,,133.0222178891524,,126.25837630156836,,129.82066345214844,,617868,
2020-12-11,129.95594102856236,,132.21055476076455,,127.02494317669952,,128.2875213623047,,707001,
2020-12-14,128.8737204214248,,130.49704512371966,,127.70133224411194,,128.7384490966797,,355721,
2020-12-15,128.422789966274,,128.9639027549886,,125.89763364845878,,127.02494049072266,,368357,
2020-12-16,128.2875006450036,,128.64823327947278,,126.43871493094639,,127.47584533691406,,332516,
2020-12-17,128.0169689257529,,133.9240598392258,,127.25040848971281,,131.083251953125,,1852393,
2020-12-18,132.43600077543272,,133.02219477339656,,127.61112244363127,,128.6482391357422,,780630,
2020-12-21,128.06204533684917,,128.60315807509429,,117.23990066049572,,120.66691589355469,,585444,
2020-12-22,119.94543674218393,,125.3565090764178,,114.62454757074711,,123.55281829833984,,802526,
2020-12-23,124.13902430395406,,130.7224990329293,,123.32736887974022,,127.38567352294922,,1249695,
2020-12-24,127.97185205323834,,132.03015620411568,,125.85252369775444,,127.20529174804688,,1341106,
2020-12-28,127.7914829518076,,128.9638846554342,,126.79946132648347,,127.47584533691406,,381960,
2020-12-29,127.7013125035427,,128.5580628703202,,125.85252670508473,,126.438720703125,,334528,
2020-12-30,127.1151202372394,,127.47586669321308,,125.08596786599945,,125.7623519897461,,187391,
2020-12-31,125.76233868418342,,126.70927910945717,,125.08595463199771,,125.44670104980469,,245560,
2021-01-01,126.25835437765635,,127.7013125035427,,125.80743168345043,,126.438720703125,,232008,
2021-01-04,127.88167804992949,,128.96388975721692,,126.88964262429275,,127.92677307128906,,510358,
2021-01-05,126.97984366800031,,128.8737108795627,,126.75438230273791,,127.52094268798828,,312334,
2021-01-06,128.5129776077144,,129.05409038627997,,124.99578583024689,,126.12309265136719,,418932,
2021-01-07,126.3936403007495,,128.78353911310845,,126.3936403007495,,127.43077087402344,,346006,
2021-01-08,127.43076090677897,,132.75164339323553,,127.43076090677897,,130.45193481445312,,1802161,
2021-01-11,131.3086929968718,,136.85503658639038,,130.9028515665088,,132.84182739257812,,3576813,
2021-01-12,133.65350341796875,,134.8259053471143,,132.57129154532308,,133.65350341796875,,738251,
2021-01-13,134.3749679053801,,135.23171830424087,,128.87370532563153,,130.45193481445312,,656637,
2021-01-14,131.35378239755954,,132.43600793083917,,129.865742930904,,130.31666564941406,,403074,
2021-01-15,130.13629945224434,,130.9479548419956,,127.34057309008901,,128.10714721679688,,294588,
2021-01-18,126.7543876959364,,128.0169658906987,,123.19210072543467,,125.08596801757812,,349138,
2021-01-19,126.25834888901746,,128.4227722226877,,125.53686985743805,,126.3034439086914,,358160,
2021-01-20,127.11510746094497,,129.86573870659709,,126.30345209845626,,126.84455108642578,,732277,
